loan_id,date_loan,amount,duration,payments,status,frequency,date_account,account_district_name,account_district_region,account_district_no. of inhabitants,account_district_no. of municipalities with inhabitants < 499,account_district_no. of municipalities with inhabitants 500-1999,account_district_no. of municipalities with inhabitants 2000-9999,account_district_no. of municipalities with inhabitants >10000,account_district_no. of cities,account_district_ratio of urban inhabitants,account_district_average salary,account_district_unemploymant rate '95,account_district_unemploymant rate '96,account_district_no. of enterpreneurs per 1000 inhabitants,account_district_no. of commited crimes '95,account_district_no. of commited crimes '96,num_holders,num_cards,type_card,birth_number,gender,client_district_name,client_district_region,client_district_no. of inhabitants,client_district_no. of municipalities with inhabitants < 499,client_district_no. of municipalities with inhabitants 500-1999,client_district_no. of municipalities with inhabitants 2000-9999,client_district_no. of municipalities with inhabitants >10000,client_district_no. of cities,client_district_ratio of urban inhabitants,client_district_average salary,client_district_unemploymant rate '95,client_district_unemploymant rate '96,client_district_no. of enterpreneurs per 1000 inhabitants,client_district_no. of commited crimes '95,client_district_no. of commited crimes '96,balance_mean,balance_max,balance_min,balance_std,reached_negative_balance,credit_mean,credit_count,credit_max,credit_min,withdrawal_mean,withdrawal_count,withdrawal_max,withdrawal_min,household_mean,household_sum,household_count,pension_mean,pension_sum,pension_count,payment_statement_mean,payment_statement_sum,payment_statement_count,insurances_mean,insurances_sum,insurances_count,sanctions_mean,sanctions_sum,sanctions_count
5060,940719,252060,60,4201,-1,1,931129,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,650803,0,51,6,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879.0,2252,57340.50819672131,106259.6,900.0,21418.913855883664,0.0,14985.173076923076,26,49937.0,8.2,-9129.085714285715,35.0,-14.6,-41700.0,-7497.0,-37485.0,5.0,0.0,0.0,0.0,-14.6,-73.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
7220,940728,131292,36,3647,1,2,930529,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,540320,1,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,36635.11566265062,70288.4,1000.0,12494.3123334861,0.0,11868.186206896551,29,32823.0,12.1,-5792.888888888889,54.0,-30.0,-24000.0,-7312.0,-73120.0,10.0,0.0,0.0,0.0,-30.0,-270.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
6919,940805,120888,36,3358,1,2,930327,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,440420,0,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,40838.75520833332,116468.4,600.0,21557.46454343963,0.0,13123.87777777778,36,48618.0,85.0,-7007.416666666667,60.0,-30.0,-49200.0,-3225.0,-38700.0,12.0,0.0,0.0,0.0,-30.0,-390.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
6038,940810,323472,48,6739,1,1,930621,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,401015,0,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,45414.07368421051,119934.1,200.0,26516.428001628443,0.0,13879.189285714285,28,44802.0,52.9,-11015.089655172414,29.0,-14.6,-33900.0,-3008.0,-15040.0,5.0,0.0,0.0,0.0,-14.6,-87.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0
6229,941002,11736,24,489,1,1,930422,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,380916,1,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,42224.43909774433,70826.8,1100.0,11703.039771046762,0.0,11518.788888888888,36,33098.0,34.8,-3996.822680412371,97.0,-14.6,-22500.0,-2635.0,-34255.0,13.0,0.0,0.0,0.0,-14.599999999999996,-189.79999999999995,13.0,-5015.0,-65195.0,13.0,0.0,0.0,0.0
6223,941103,61056,48,1272,1,1,931121,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,570906,0,17,6,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729.0,3651,36039.051562500004,55816.0,900.0,9064.780338244958,0.0,8584.58695652174,23,24372.0,37.1,-3998.0536585365858,41.0,-14.6,-13500.0,-1978.0,-11868.0,6.0,0.0,0.0,0.0,-14.599999999999998,-102.19999999999999,7.0,0.0,0.0,0.0,0.0,0.0,0.0
6460,941106,48672,36,1352,1,1,930917,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,2,0,0.0,480502,0,5,6,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659.0,3894,23050.189690721654,33484.4,300.0,5423.587576531725,0.0,2590.102941176471,34,12100.0,33.8,-1031.0063492063491,63.0,-14.6,-5880.0,-2683.0,-24147.0,9.0,0.0,0.0,0.0,-14.599999999999998,-131.39999999999998,9.0,-115.0,-1035.0,9.0,0.0,0.0,0.0
6645,941106,140400,36,3900,1,1,931010,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,411015,1,39,4,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782.0,18347,43563.619999999995,115000.2,400.0,18981.79097613385,0.0,11883.849999999999,22,44739.0,100.9,-10137.95652173913,23.0,-14.6,-63200.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.6,-73.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
7142,941219,482940,60,8049,-1,1,930829,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,760521,0,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,26358.754615384623,57707.2,900.0,9885.477724726503,0.0,4877.926785714284,56,21056.0,7.8,-3442.2243243243247,74.0,-14.6,-15800.0,-2439.0,-26829.0,11.0,0.0,0.0,0.0,-14.599999999999996,-160.59999999999997,11.0,-689.0,-7579.0,11.0,0.0,0.0,0.0
5576,941221,31248,12,2604,1,1,930530,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,390315,0,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,64493.099166666594,144715.3,1000.0,28994.626431825116,0.0,16817.427450980398,51,47033.0,128.0,-11648.785507246375,69.0,-14.6,-64100.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.599999999999996,-175.19999999999996,12.0,0.0,0.0,0.0,0.0,0.0,0.0
5739,950102,76380,12,6365,1,1,940501,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,570628,0,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,26122.848888888904,41703.3,1100.0,8289.780093711835,0.0,4596.960000000001,20,12861.0,36.1,-2751.296,25.0,-14.6,-8700.0,-2389.0,-9556.0,4.0,0.0,0.0,0.0,-14.6,-58.4,4.0,-1500.0,-6000.0,4.0,0.0,0.0,0.0
6244,950108,270648,36,7518,-1,2,940307,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,371104,1,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,60819.97638888887,134501.4,200.0,29717.344572869795,0.0,13666.850000000002,36,47433.0,105.9,-12250.277777777777,36.0,-30.0,-52700.0,-5700.0,-34200.0,6.0,0.0,0.0,0.0,-30.0,-210.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
6960,950111,76416,24,3184,1,1,930313,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,2,0,0.0,370902,1,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,31375.160784313728,64494.1,8686.4,11990.873356406239,0.0,8867.943859649122,57,28659.0,48.8,-5137.602083333332,96.0,-14.6,-21400.0,-10597.0,-190746.0,18.0,0.0,0.0,0.0,-14.599999999999998,-262.79999999999995,18.0,0.0,0.0,0.0,0.0,0.0,0.0
5724,950205,316140,60,5269,-1,1,930324,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,680222,1,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,18632.93381294966,39616.2,800.0,6901.260790646522,0.0,4591.911666666666,60,13352.0,16.7,-3325.3518987341777,79.0,-14.6,-9500.0,-5827.777777777777,-104900.0,18.0,0.0,0.0,0.0,-14.599999999999998,-262.79999999999995,18.0,0.0,0.0,0.0,0.0,0.0,0.0
7241,950304,168984,24,7041,-1,1,930810,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,760318,1,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,56053.997499999976,120806.4,-517.7,28355.3601580073,1.0,12442.474324324321,74,49960.0,28.0,-10423.706976744184,86.0,-2.5,-55200.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.599999999999998,-262.79999999999995,18.0,0.0,0.0,0.0,-2.5,-5.0,2.0
6546,950327,31728,24,1322,1,1,930905,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,2,0,0.0,500410,1,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,31139.74786324785,56122.8,600.0,9913.022916290282,0.0,7781.153658536585,41,22267.5,36.5,-3766.1105263157897,76.0,-14.6,-19680.0,-6020.0,-84280.0,14.0,0.0,0.0,0.0,-14.599999999999996,-204.39999999999995,14.0,0.0,0.0,0.0,0.0,0.0,0.0
5740,950402,18564,12,1547,1,1,941125,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,630204,0,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,35538.04615384615,56498.4,200.0,14265.870341694044,0.0,8607.300000000001,9,25603.5,24.0,-8550.0,4.0,-300.0,-13400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6929,950508,36396,12,3033,1,2,930706,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,720403,1,58,4,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736.0,2807,57977.03481012665,125887.5,800.0,25051.25763785538,0.0,16954.941071428573,56,48143.0,92.8,-8862.70588235294,102.0,-30.0,-51700.0,-5119.0,-97261.0,19.0,0.0,0.0,0.0,-30.0,-570.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
7008,950922,36168,12,3014,1,1,950304,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,610819,1,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,39063.76666666668,63738.0,300.0,14039.273386590512,0.0,9289.213333333335,15,27122.0,64.2,-5247.628571428571,21.0,-14.6,-18500.0,-1507.0,-3014.0,2.0,0.0,0.0,0.0,-14.6,-29.2,2.0,-6953.0,-20859.0,3.0,0.0,0.0,0.0
7057,951020,231696,36,6436,1,2,940701,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,2,0,0.0,730530,1,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,45873.61666666664,108575.3,800.0,20926.36944251439,0.0,20382.05588235294,34,60566.0,102.1,-7099.076086956522,92.0,-30.0,-36000.0,-2762.0,-30382.0,11.0,0.0,0.0,0.0,-30.0,-330.0,11.0,-7082.0,-84984.0,12.0,0.0,0.0,0.0
7304,951029,419880,60,6998,1,2,950526,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,2,0,0.0,451030,0,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,59352.83333333334,104039.9,200.0,27879.396856671137,0.0,21108.227272727272,11,62982.0,39.0,-29640.85714285714,7.0,-8500.0,-64800.0,-10886.0,-10886.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6185,951128,31176,24,1299,1,1,950608,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,680129,1,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,46304.152173913026,65769.6,700.0,15340.950971615739,0.0,10761.475,12,29418.0,71.1,-7135.509090909091,11.0,-14.6,-16900.0,-1413.0,-1413.0,1.0,0.0,0.0,0.0,-14.6,-14.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6785,951225,125340,60,2089,1,2,940905,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1,0,0.0,440615,1,16,0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,51145.51574803153,110933.4,500.0,22705.182782426586,0.0,10958.024561403507,57,49974.0,69.3,-8651.42857142857,70.0,-30.0,-45200.0,-3713.0,-48269.0,13.0,0.0,0.0,0.0,-30.0,-390.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
