,account_id,balance_mean,balance_max,balance_min,balance_std,reached_negative_balance,amount_mean,amount_max,amount_min
55,1869,61295.96915887854,100074.6,500.0,18670.113397526347,1.0,681.4514018691589,36996.0,-31400.0
56,1876,44982.422727272715,74276.7,900.0,14572.50422362709,1.0,871.2772727272728,26991.0,-45440.0
57,1888,36887.15600000001,78725.3,-5851.2,21128.24745081896,-1.0,200.2199999999999,43260.0,-29100.0
58,1906,51453.80112359549,127317.0,1000.0,23458.49848134368,1.0,581.1044943820226,49785.0,-38800.0
59,1928,29645.32017543859,52896.1,500.0,11976.126777776568,1.0,337.2745614035088,20858.0,-23522.0
60,2000,44617.08095238093,62178.2,900.0,10915.899465187957,1.0,635.5833333333333,28840.0,-19520.0
61,2018,20231.313157894747,31302.0,900.0,4462.7098520155505,1.0,122.75789473684205,8800.0,-5400.0
62,2035,47164.91871345022,87431.8,400.0,16696.592829496698,1.0,213.00233918128652,44084.0,-26500.0
63,2051,53227.14444444442,132818.3,-2804.8,34779.117445551805,-1.0,-2.2766666666669253,47725.0,-40100.0
64,2055,14873.378082191783,36763.1,700.0,7753.09729972205,1.0,158.6972602739726,15400.0,-12200.0
65,2064,29052.608823529412,51781.0,500.0,9815.036532338121,1.0,935.7264705882353,20904.0,-15400.0
66,2073,41154.27910447759,65663.5,600.0,12074.395888828676,1.0,585.7776119402985,25912.5,-40000.0
67,2080,62852.91764705884,112408.8,400.0,30947.281583307828,1.0,5089.064705882353,73970.0,-63100.0
68,2116,42291.185576923126,131664.2,1000.0,20423.924476420485,1.0,447.0105769230771,45358.0,-55600.0
69,2134,42536.88536585362,56308.4,300.0,12304.33031896822,1.0,1124.1487804878047,18980.0,-11300.0
70,2142,40311.637037037035,68151.2,1000.0,15155.251505035578,1.0,1029.9259259259256,27285.0,-15900.0
71,2165,42902.40714285715,67058.7,800.0,21203.475509252803,1.0,4789.9071428571415,29474.0,-18600.0
72,2187,64144.50223880596,172962.5,300.0,28468.555790705144,1.0,479.7343283582089,48562.0,-63600.0
73,2246,44265.272972972954,140706.0,700.0,33832.07369901993,1.0,364.3378378378378,48667.0,-47600.0
74,2247,45374.64242424237,145620.3,600.0,27825.78498180585,1.0,172.7696969696969,43021.0,-62200.0
75,2262,64923.16274509807,141146.2,200.0,28758.362704416966,1.0,310.17777777777775,49535.0,-58400.0
76,2279,53094.364485981314,99692.3,600.0,21446.09361167235,1.0,403.18411214953284,59007.0,-39700.0
77,2334,31897.432978723406,53030.3,600.0,9079.326169130602,1.0,438.10957446808504,18117.0,-13400.0
78,2335,12006.39655172414,51160.5,-17030.4,14745.17261090239,-1.0,36.5568965517241,20988.0,-13300.0
79,2350,56388.810714285726,105953.6,600.0,27438.996903789637,1.0,1914.2321428571431,42869.0,-42000.0
80,2413,28597.886206896535,46705.2,500.0,9101.802812272446,1.0,535.5431034482758,23582.0,-20800.0
81,2445,49740.62371134022,131276.2,800.0,29394.41305758196,1.0,153.00000000000023,47819.0,-64500.0
82,2516,36161.021568627424,66125.9,300.0,12819.231108548658,1.0,595.8401960784315,23832.0,-13600.0
83,2545,22133.735454545462,47281.2,1100.0,11407.190986049882,1.0,79.15636363636364,14146.0,-12500.0
84,2622,31673.89692307695,57858.4,300.0,10787.938569689824,1.0,306.5192307692308,15902.0,-10400.0
85,2699,54598.83888888888,122436.6,300.0,22041.38307704003,1.0,315.3138888888889,67348.0,-54100.0
86,2720,69554.29230769232,144694.2,200.0,29245.77681846743,1.0,825.9197802197801,49960.0,-59500.0
87,2725,49145.70758620688,74473.4,1100.0,11919.240676953812,1.0,343.83241379310346,30375.0,-43520.0
88,2728,49909.15555555556,94694.7,400.0,17920.616361157878,1.0,349.83650793650776,45976.0,-33800.0
89,2753,33039.89252336446,69031.9,700.0,12534.7169396787,1.0,165.84205607476633,33032.0,-24200.0
90,2754,43629.436082474254,123335.2,500.0,22466.55557488075,1.0,307.7402061855669,62868.0,-38900.0
91,2872,24411.294230769232,49189.6,200.0,10874.530318934103,1.0,243.32692307692304,18224.0,-13200.0
92,2910,48935.43584905661,101929.2,900.0,24396.939772447302,1.0,641.7981132075472,65622.0,-44500.0
93,2936,20942.594354838693,39172.5,200.0,7160.246306640331,1.0,209.49516129032259,11500.0,-10400.0
94,2982,63500.40697674404,124519.7,900.0,21550.69725865508,1.0,371.6400000000001,73128.0,-63700.0
95,2986,47061.86000000004,72489.8,500.0,12246.407730001189,1.0,512.5103703703705,35143.5,-23800.0
96,2988,51249.12985074621,148386.3,900.0,31799.726667340994,1.0,215.17611940298508,49324.0,-55000.0
97,3005,48798.69772727273,120714.8,600.0,28087.26339722942,1.0,527.2636363636365,47025.0,-48500.0
98,3137,39822.71111111109,76509.7,900.0,13798.585863209366,1.0,339.98981481481485,38038.0,-25900.0
99,3143,31685.0991150443,49093.0,300.0,8392.4630653204,1.0,386.2646017699115,12000.0,-7300.0
100,3161,46609.34854368933,107744.0,700.0,24793.34282587852,1.0,919.6155339805823,43783.0,-34800.0
101,3229,60289.95441176469,134678.1,300.0,24639.67762407818,1.0,260.45588235294133,49768.0,-58400.0
102,3249,28809.00000000001,63669.3,1100.0,14323.747992896273,1.0,322.1784313725491,30993.0,-21200.0
103,3273,48061.856716417926,133407.7,600.0,26359.1906222577,1.0,177.69626865671626,74642.0,-78900.0
104,3293,58466.19366197185,132186.8,1100.0,22606.367014781055,1.0,405.85492957746476,69018.0,-46900.0
105,3329,36065.975000000006,60870.3,200.0,11241.91000447264,1.0,603.2708333333334,28093.5,-23680.0
106,3353,44355.04090909092,90387.4,200.0,16699.810596406947,1.0,2046.3954545454546,44258.0,-35100.0
107,3390,48478.59067796606,75484.9,1100.0,12051.539852408314,1.0,414.67203389830513,30470.0,-20865.0
108,3403,54293.592405063326,119933.3,700.0,21993.073666869568,1.0,539.6164556962027,48698.0,-31600.0
109,3418,61345.09999999997,123573.3,400.0,28117.508578938257,1.0,796.2396551724138,48009.0,-56700.0
110,3448,36855.82328767125,72649.2,700.0,15663.92869407041,1.0,501.95205479452056,48806.0,-26600.0
111,3455,46016.198245614025,92407.6,600.0,19927.134835323803,1.0,1040.5456140350877,50602.0,-36800.0
112,3460,57514.347058823594,144580.4,300.0,27755.30323498723,1.0,316.04235294117643,48538.0,-40700.0
113,3556,34822.46896551724,64669.5,1100.0,11111.77862866237,1.0,318.4597701149425,26224.0,-18641.0
114,3562,58926.411188811195,159286.4,1000.0,27760.093299654232,1.0,498.20000000000005,49720.0,-52200.0
115,3637,51802.01923076924,75383.2,400.0,10744.592560408062,1.0,331.9551282051282,23964.0,-19040.0
116,3664,62387.08999999997,115112.9,800.0,27465.733061554183,1.0,1026.6866666666672,48039.0,-39600.0
117,3711,45410.14999999999,103750.1,400.0,26778.69846068326,1.0,737.0615384615386,49137.0,-31200.0
118,3859,44484.075000000026,142668.1,200.0,32135.847571582613,1.0,147.70147058823562,49725.0,-61400.0
119,3862,56133.65266272179,143676.5,600.0,27409.199321841064,1.0,257.1307692307692,49627.0,-59600.0
120,3875,58031.62727272727,100675.4,1100.0,30735.93571496045,1.0,9152.30909090909,57723.0,-36700.0
121,3906,64863.954285714295,92028.2,1100.0,22167.03882129743,1.0,1426.974285714286,50196.0,-35300.0
122,3907,42220.02946428572,133750.5,600.0,33144.90770317255,1.0,89.16339285714255,49440.0,-49800.0
123,3916,21298.780000000006,50063.3,800.0,11014.437192232277,1.0,244.48727272727274,24243.0,-21000.0
124,3942,57995.119047619,151251.4,600.0,31107.147272807957,1.0,727.6857142857143,48282.0,-41200.0
125,3953,59128.587499999994,109399.2,500.0,21405.491501884702,1.0,1363.6000000000004,47679.0,-56900.0
126,3967,41766.69375,105258.8,900.0,28843.33189907088,1.0,528.6156249999998,46979.0,-35000.0
127,4033,29824.12499999999,48781.6,1000.0,12770.284101070167,1.0,3115.125,18368.0,-11400.0
128,4052,36071.942307692305,76251.4,900.0,15711.303814237475,1.0,982.6019230769232,28472.0,-50700.0
129,4099,38559.26407766989,56921.0,800.0,10181.211719891966,1.0,359.8961165048543,27216.0,-15900.0
130,4116,66345.6825,110723.2,1000.0,28183.949451379078,1.0,1478.1725000000001,48480.0,-42800.0
131,4127,26649.7703125,92354.7,-1571.5,22080.25606315519,-1.0,-24.553125000000193,45402.0,-34500.0
132,4144,49635.71543624161,119287.7,1100.0,23435.838013657525,1.0,357.1979865771812,49145.0,-61900.0
133,4190,34044.42954545456,51008.0,700.0,7073.196837254752,1.0,235.97897727272724,16557.0,-15680.0
134,4268,37122.39612403098,57965.7,200.0,10838.574904013287,1.0,449.23488372093027,16700.0,-33280.0
135,4293,49558.68571428572,119068.0,500.0,29113.13867282119,1.0,1693.2938775510204,44764.0,-63500.0
136,4320,53636.37471264365,158633.6,-2542.1,32197.490915176,-1.0,741.72183908046,49781.0,-56300.0
137,4342,56496.391366906486,120586.5,700.0,21125.219655712426,1.0,395.8546762589928,48666.0,-63800.0
138,4354,49281.738888888845,112775.8,1000.0,25697.52109128029,1.0,472.51269841269857,48563.0,-37500.0
139,4361,77525.11692307693,130981.4,700.0,23284.240690745162,1.0,1201.8415384615382,67614.0,-44900.0
140,4415,44234.82947368418,73209.0,600.0,12482.603185529075,1.0,185.84368421052625,36486.0,-20160.0
141,4456,76826.46397058829,141990.0,700.0,26697.237226240733,1.0,272.63529411764716,49368.0,-39400.0
142,4467,28459.645238095247,48830.7,300.0,10103.07827153786,1.0,342.9071428571429,21550.0,-27900.0
143,4473,54520.20224719103,88246.7,800.0,13768.555213741873,1.0,556.7258426966291,36637.5,-30000.0
144,4533,67815.17450980392,127543.0,200.0,26169.159052547668,1.0,1290.2,48449.0,-62500.0
145,4550,23137.19054054052,32515.7,700.0,4868.0898129165225,1.0,285.38513513513516,12945.0,-8100.0
146,4616,58360.68125,89595.1,1000.0,27018.401437124758,1.0,4213.78125,32030.0,-20300.0
147,4618,51945.21627906974,115744.9,1100.0,29659.976520853586,1.0,291.90697674418567,47553.0,-56600.0
148,4626,45807.11428571428,102499.5,700.0,28832.37620775923,1.0,272.56825396825406,49787.0,-42700.0
149,4631,42728.93157894736,74816.0,800.0,13891.271413336686,1.0,1312.5631578947368,32823.0,-22500.0
150,4660,57324.072222222225,83932.6,800.0,22980.88893232312,1.0,3002.5333333333333,31480.0,-27400.0
151,4681,37092.94552238804,73289.5,16399.9,11884.310835362774,1.0,294.14477611940293,30492.0,-18400.0
152,4715,66376.84999999998,106189.2,400.0,30559.927764356165,1.0,5746.34375,68788.0,-43900.0
153,4725,40044.576,70585.8,700.0,17004.866389367293,1.0,1102.4199999999998,42068.0,-28100.0
154,4746,48890.17826086955,129449.6,200.0,26678.76298764374,1.0,3887.4260869565214,49675.0,-46400.0
155,4784,44366.05454545454,77123.8,400.0,22683.87797486857,1.0,7011.254545454546,29445.0,-20100.0
156,4794,26347.12441860464,49947.4,1100.0,9532.799947400628,1.0,200.86511627906978,24735.0,-16200.0
157,4803,23023.659090909085,32572.8,6620.0,6846.270074071337,1.0,516.8318181818181,6620.0,-6200.0
158,4858,38710.011363636375,100570.6,-6652.7,24477.12020606995,-1.0,186.38181818181818,62850.0,-37400.0
159,4863,50621.104938271616,103809.7,300.0,19389.253379687554,1.0,875.6000000000003,57063.0,-38900.0
160,4949,58959.27777777778,118790.4,400.0,22763.594806918914,1.0,1212.4755555555555,54358.0,-32700.0
161,4969,50892.0,92464.9,200.0,28282.838447204456,1.0,4951.8875,36791.0,-35000.0
162,4999,35478.661855670114,87236.0,300.0,17421.82984073336,1.0,264.5329896907216,41296.0,-27600.0
163,5072,56757.309589041135,82886.2,1100.0,14668.228535740514,1.0,529.8465753424658,35938.0,-21600.0
164,5118,30896.002666666693,49865.1,1100.0,8130.293496687232,1.0,237.41799999999998,12613.5,-15360.0
165,5133,46000.645348837184,103606.4,900.0,21829.525560071197,1.0,888.8662790697674,48032.0,-40600.0
166,5164,25150.97592592592,37212.7,6392.0,7025.3438828055705,1.0,318.7685185185185,9588.0,-5800.0
167,5180,32543.264705882353,71290.0,700.0,17349.904751286576,1.0,1622.7117647058822,49991.0,-32000.0
168,5181,42435.311666666654,85656.2,300.0,20693.64582442665,1.0,309.69166666666666,36305.0,-30200.0
169,5196,49309.00967741937,121592.6,300.0,26233.47447314029,1.0,1228.0580645161294,43125.0,-55100.0
170,5267,45330.919736842145,116311.7,-8657.3,32759.949396058637,-1.0,470.50526315789466,49950.0,-47700.0
171,5269,40841.79534883723,68584.8,500.0,15410.393720101682,1.0,570.6930232558138,30794.0,-16400.0
172,5283,65037.92923076927,121425.0,700.0,23103.489858350695,1.0,801.9307692307692,67833.0,-47400.0
173,5305,41135.010989010996,86334.9,600.0,18746.193751902756,1.0,114.52307692307699,45100.0,-34900.0
174,5317,31516.34615384616,51813.7,200.0,14090.87854509762,1.0,2812.769230769231,22544.0,-15400.0
175,5358,41735.42017543861,71564.8,500.0,11063.628902172537,1.0,404.8824561403508,36463.5,-33600.0
176,5362,37200.395945945944,82957.9,800.0,17835.976701595187,1.0,456.7837837837838,38037.0,-27300.0
177,5395,47679.97368421053,103426.7,400.0,21180.710272553,1.0,303.36000000000007,48437.0,-52400.0
178,5445,40292.341463414625,56765.7,1000.0,12443.954613806975,1.0,885.190243902439,19674.0,-13752.0
179,5477,59951.07517241381,142574.7,900.0,27491.43599769989,1.0,441.6268965517243,47998.0,-52700.0
180,5572,45160.51162790696,122247.8,800.0,26253.23495772164,1.0,319.9860465116281,49763.0,-38900.0
181,5591,44440.912676056316,74216.8,1000.0,13853.751836544185,1.0,548.0774647887324,33280.0,-21200.0
182,5602,44723.35581395347,139525.4,14855.3,35436.02935310035,1.0,232.3418604651162,49867.0,-61800.0
183,5698,57018.61744186047,124071.7,300.0,25880.047818299274,1.0,358.26744186046477,49853.0,-54500.0
184,5724,40175.61249999999,79286.6,200.0,15672.003046986596,1.0,259.96534090909097,43605.0,-29100.0
185,5837,54375.023076923106,140728.2,800.0,27185.841612047814,1.0,508.7549450549449,48515.0,-60100.0
186,5912,34785.53451327435,65517.7,1100.0,10154.957755537176,1.0,345.33982300884946,27692.0,-18513.0
187,5944,45921.19859154928,66220.2,1000.0,11738.935035032451,1.0,932.6802816901406,32116.0,-21600.0
188,6061,43197.28124999999,66177.3,1000.0,13377.630978738905,1.0,616.2149999999999,32125.5,-20900.0
189,6062,52905.40714285714,116394.1,700.0,19287.974928442763,1.0,370.8828571428571,56068.0,-44800.0
190,6075,14785.5858974359,29696.8,-1449.6,6609.171562045563,-1.0,137.99871794871788,9500.0,-9900.0
191,6083,52871.42441860464,135384.0,500.0,31203.091128034983,1.0,318.41162790697666,48724.0,-64000.0
192,6097,27419.850000000002,43947.8,1000.0,12688.119619442145,1.0,3137.316666666667,11300.0,-6300.0
193,6138,30181.317391304354,54658.1,200.0,11585.481244316574,1.0,748.0782608695654,25356.0,-21700.0
194,6157,54799.85662650605,110892.1,1000.0,24844.513821660534,1.0,241.6843373493977,42494.0,-63800.0
195,6158,23594.146666666667,31595.5,200.0,7544.802965794843,1.0,1599.3333333333333,16100.0,-5000.0
196,6265,69963.484057971,134714.0,200.0,26296.557277922628,1.0,847.7173913043479,49495.0,-58400.0
197,6440,60619.16000000002,121367.5,1100.0,27985.49346752569,1.0,2091.5425000000005,49784.0,-40800.0
198,6453,22935.072121212117,34557.9,300.0,5128.061515003216,1.0,175.97030303030297,9100.0,-10400.0
199,6461,52250.26119402984,111219.3,700.0,24634.96397161388,1.0,652.7955223880599,46089.0,-50600.0
200,6495,41026.331451612896,67027.5,500.0,10342.2705988922,1.0,264.46370967741933,27722.0,-12600.0
201,6505,42732.33611111113,92238.0,800.0,27353.589391304522,1.0,2561.7583333333346,38123.0,-27300.0
202,6510,61992.3,112175.5,900.0,25699.739128305202,1.0,1499.3971428571429,44561.0,-40500.0
203,6592,63544.645679012356,164909.5,300.0,30163.746045298525,1.0,752.551851851852,49094.0,-61600.0
204,6649,40047.083870967756,106481.5,1000.0,21019.117673829533,1.0,1255.0629032258064,46073.0,-49000.0
205,6678,61692.077519379825,135487.1,1100.0,26376.133504852813,1.0,365.22093023255815,49771.0,-63900.0
206,6686,41285.01833333332,84726.8,600.0,14317.074486709229,1.0,202.2541666666667,43684.0,-34200.0
207,6699,28863.03052631581,52868.8,400.0,9001.234613333385,1.0,411.3536842105263,23852.0,-15900.0
208,6706,44890.0333333333,67060.0,200.0,9089.012046897695,1.0,410.7734848484848,20107.5,-15200.0
209,6792,29906.53142857141,44504.8,400.0,8582.05650516463,1.0,582.4757142857143,17689.5,-12800.0
210,6856,25654.37837837838,103753.3,321.0,18425.108483153956,1.0,448.98918918918935,48295.0,-63000.0
211,6902,35987.26296296293,49729.2,900.0,8500.999900341789,1.0,329.46790123456793,15567.0,-11700.0
212,6922,46755.30576923077,95976.0,1100.0,22242.03424821573,1.0,461.1211538461539,52305.0,-33000.0
213,6950,40812.49166666667,70405.3,700.0,20009.13316715228,1.0,3875.4499999999994,34100.0,-23900.0
214,7045,54677.28095238095,102188.4,400.0,22227.416323644524,1.0,4866.114285714286,54138.0,-32000.0
215,7049,44813.42258064518,111650.4,600.0,28179.088478784044,1.0,1104.3709677419358,74278.0,-58700.0
216,7052,21532.34545454546,39052.7,300.0,11004.952725329047,1.0,3550.2363636363634,10660.0,-4500.0
217,7082,28548.3654135338,48106.2,900.0,7771.536283071564,1.0,223.41353383458645,17642.0,-11000.0
218,7099,42818.50295857986,90490.8,1000.0,18387.00464633477,1.0,392.21775147929003,43942.0,-35200.0
219,7156,50541.55312500001,79862.9,300.0,18485.312833217766,1.0,1858.0062500000001,30969.0,-25200.0
220,7176,42000.788888888885,72580.1,400.0,13429.797196148776,1.0,945.9499999999999,37200.0,-27000.0
221,7180,40126.968627450966,79967.9,700.0,16479.640950771136,1.0,704.694117647059,37408.0,-26500.0
222,7181,50265.361860465215,111451.1,600.0,22598.989371999254,1.0,355.87999999999994,47226.0,-58900.0
223,7240,28077.73140495869,56534.6,500.0,9880.246623423534,1.0,165.17851239669415,22821.0,-13600.0
224,7262,33927.08571428571,58294.8,900.0,12947.80948756529,1.0,1335.142857142857,25654.5,-20600.0
225,7274,49296.52272727273,105561.0,400.0,25514.535100547648,1.0,1144.581818181818,44748.0,-42600.0
226,7424,61588.337195121945,116439.0,900.0,22716.44010387417,1.0,169.79695121951227,49734.0,-62900.0
227,7437,30696.23818181819,55991.1,13026.6,11380.741722662879,1.0,629.0054545454547,20762.0,-16800.0
228,7542,27937.97837837838,45146.0,300.0,7850.94689272812,1.0,278.0144144144144,15914.0,-11400.0
229,7559,28534.93717948715,42247.1,900.0,7374.821969783562,1.0,488.72307692307686,9254.0,-4112.0
230,7565,33651.10360360358,65101.8,300.0,12123.17598214959,1.0,248.94864864864869,28780.0,-17900.0
231,7594,53546.70890052357,132087.5,1000.0,24632.060431052567,1.0,172.39999999999998,48126.0,-44000.0
232,7632,39297.33529411763,73025.1,1000.0,12622.47130473029,1.0,490.0705882352941,33225.0,-22900.0
233,7636,48865.984090909114,123072.0,700.0,24319.34488749796,1.0,177.68560606060612,49762.0,-60300.0
234,7637,44346.15625,77467.0,900.0,20389.130044150774,1.0,2767.375,36178.0,-26100.0
235,7674,60311.76666666668,105964.6,800.0,25093.34321090162,1.0,1070.969696969697,49353.0,-49400.0
236,7713,38280.102666666644,99990.9,600.0,18059.022445730505,1.0,418.692,45951.0,-35800.0
237,7721,39247.387500000004,80996.4,1000.0,18467.46455474465,1.0,1019.6535714285716,34095.0,-29400.0
238,7733,66051.94507042243,107275.7,200.0,20781.866701859115,1.0,520.2401408450704,64186.0,-38200.0
239,7745,37934.865624999984,122450.5,700.0,22908.162966375927,1.0,324.2218750000002,48633.0,-32000.0
240,7890,23918.494285714292,39445.1,300.0,6320.3789983858,1.0,285.75142857142856,9686.0,-6200.0
241,7894,58553.6771929824,133011.5,300.0,25207.977930295034,1.0,337.5192982456141,49910.0,-53000.0
242,7907,36685.09135802469,127421.2,200.0,24192.13051814679,1.0,248.71851851851852,47841.0,-48700.0
243,7957,50590.531999999934,155065.5,500.0,30497.265818290965,1.0,555.1382857142856,49432.0,-63700.0
244,7966,52777.3418604651,109736.4,500.0,27659.861928030838,1.0,602.1976744186048,46632.0,-55900.0
245,7990,64162.669178082266,144853.8,700.0,23329.24867891884,1.0,200.30958904109602,49815.0,-58100.0
246,7997,52422.49109589037,173151.0,400.0,30895.467289617925,1.0,655.0883561643835,47980.0,-56400.0
247,8026,47029.538888888885,75427.0,700.0,20089.417652823468,1.0,2684.6555555555556,35914.0,-24500.0
248,8038,55660.65578947368,81244.2,600.0,13977.180083878635,1.0,814.0389473684212,33024.0,-24700.0
249,8085,37448.404724409425,111670.7,600.0,22540.64719472977,1.0,165.78897637795274,48399.0,-51500.0
250,8094,60165.795,105524.2,600.0,24445.209943624304,1.0,2424.425,69012.0,-47800.0
251,8114,39110.67083333332,60868.8,600.0,10455.933721211135,1.0,223.60833333333332,27963.0,-21500.0
252,8158,65133.53584905664,115150.5,1000.0,20947.36382999832,1.0,783.388679245283,59676.0,-49300.0
253,8169,24067.298540145952,46398.6,700.0,7369.334427365256,1.0,117.07153284671531,16518.0,-12700.0
254,8225,31916.898260869566,56083.5,-214.8,15511.883282067598,-1.0,24.617391304347922,27154.0,-23289.0
255,8268,24946.635443037958,45336.9,400.0,7487.800518005649,1.0,369.4164556962025,19051.5,-14200.0
256,8320,40151.711764705884,70963.2,1100.0,16132.820182274483,1.0,2635.7823529411767,30967.0,-27900.0
257,8381,61748.70206185566,114446.1,500.0,26907.01300851919,1.0,1029.0278350515462,48318.0,-64800.0
258,8505,35642.19777777777,57767.4,1100.0,9970.089426002909,1.0,1283.72,22908.0,-17300.0
259,8523,53890.64326923074,104865.3,400.0,24474.845483946592,1.0,552.5759615384616,69780.0,-45200.0
260,8639,29159.441818181822,59523.5,400.0,11311.813505713117,1.0,392.1327272727273,27850.0,-19300.0
